May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,11,16,10,19,17,21,26,25,16,20,10,7,8,7,14,3,4,5,10,5,16,11,19,12
2,11,7,6,23,25,26,16,22,25,20,11,4,6,11,8,7,10,5,6,12,9,12,17,13
3,34,16,33,24,62,62,51,42,37,26,9,14,22,23,20,11,12,10,9,23,15,8,21,25
4,41,74,21,50,47,112,96,82,24,14,13,16,21,7,10,4,3,6,5,9,4,12,16,10
5,10,3,16,15,26,36,16,16,17,12,10,16,8,6,8,9,3,3,6,8,8,4,8,11
6,7,7,9,24,44,86,-1,30,23,12,13,11,4,10,4,8,79,104,74,11,6,14,13,14
7,16,14,31,111,33,22,138,196,20,123,218,198,16,10,46,19,3,2,6,5,6,36,40,61
8,7,20,26,150,379,415,370,-1,233,9,11,7,8,6,6,5,4,12,4,15,-1,-1,14,10
9,12,9,9,35,36,31,32,22,12,10,11,6,6,19,5,10,13,7,4,10,9,16,12,14
10,10,11,22,24,35,25,23,26,20,9,15,15,14,19,10,7,4,4,4,8,6,13,16,14
11,21,15,18,28,24,40,33,31,14,15,10,5,8,19,13,37,7,78,8,4,9,6,14,13
12,5,34,21,146,251,462,253,218,25,8,7,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,7,12,24,16,14
16,17,11,19,23,68,67,47,69,39,21,24,22,25,33,34,18,10,9,9,17,22,23,29,31
17,31,34,23,37,48,39,43,56,36,16,26,20,24,21,36,16,14,12,10,24,24,27,32,34
18,32,22,18,31,42,57,46,51,26,23,22,44,20,31,24,14,26,8,14,14,19,24,33,17
19,29,14,25,27,52,134,182,284,38,74,18,22,27,28,19,117,210,280,259,13,10,17,25,20
20,16,17,19,18,29,27,21,37,13,9,15,21,11,23,12,16,10,7,4,5,7,6,17,9
21,16,9,10,18,25,16,19,19,18,11,5,6,2,5,5,2,3,5,3,6,4,12,8,7
22,5,12,14,17,8,10,19,14,5,10,4,2,7,5,4,4,2,5,4,4,7,4,7,4
23,2,7,6,9,13,11,14,12,8,9,4,5,3,6,7,4,3,-1,2,4,5,7,6,8
24,6,9,11,16,15,11,25,19,5,5,1,6,9,9,11,3,5,4,7,12,9,15,18,18
25,10,17,17,15,22,18,22,23,13,6,6,2,11,6,11,54,4,1,286,21,9,10,13,19
26,13,17,14,17,9,44,88,24,10,4,6,8,7,14,22,17,102,218,251,190,541,30,19,28
27,46,11,30,29,34,47,36,28,14,7,12,5,5,82,99,81,650,249,91,17,51,25,16,24
28,24,13,21,28,43,115,355,409,35,14,11,12,12,14,22,309,448,282,207,18,48,23,23,20
29,31,26,33,36,35,314,147,34,26,16,25,14,15,21,17,14,29,123,7,5,18,42,68,19
30,19,12,22,32,41,284,268,98,43,10,13,15,17,30,21,17,17,8,8,24,16,32,31,25
31,34,25,23,92,51,124,519,428,22,36,26,18,50,25,20,16,192,107,14,12,23,24,29,41
