may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,78,58,62,95,130,132,134,116,138,123,110,101,100,104,107,70,38,32,19,22,17,29,64,55
02,69,86,77,85,101,143,141,168,149,102,98,82,77,100,100,83,53,46,22,23,27,27,47,53
03,60,76,79,102,141,162,27,0,0,117,129,131,116,94,92,61,38,27,29,31,37,31,59,51
04,72,87,108,143,167,162,203,250,165,162,157,117,118,134,111,106,60,36,22,10,21,41,79,65
05,70,84,104,139,204,179,247,248,211,178,168,103,110,130,86,58,48,36,27,19,17,37,50,51
06,75,96,109,130,172,169,170,227,199,200,183,117,127,0,156,81,47,22,15,13,13,34,51,58
07,57,52,67,98,140,145,164,186,192,197,159,108,178,147,101,78,58,45,22,32,41,47,65,69
08,81,80,76,100,126,151,188,121,167,169,159,161,112,129,95,76,58,38,20,26,32,48,60,57
09,67,70,93,94,122,162,110,107,162,134,122,97,103,100,101,77,47,38,29,22,24,41,56,76
10,92,69,85,93,149,141,192,197,161,139,117,105,0,0,0,0,53,32,41,39,24,65,68,62
11,68,78,73,94,149,126,123,164,183,163,149,99,137,140,120,0,0,0,0,0,27,0,0,0
12,72,67,91,98,107,95,147,213,189,143,151,112,0,0,0,0,65,43,0,45,37,53,58,85
13,71,86,97,111,125,148,171,179,185,128,101,94,104,100,108,80,64,32,33,32,19,43,71,73
14,85,87,86,102,145,136,194,205,207,165,123,120,0,140,97,100,68,56,27,40,27,33,31,78
15,93,91,104,121,149,157,203,195,165,122,102,133,0,163,130,88,0,0,42,40,28,50,72,84
16,92,68,112,93,124,116,167,201,61,124,121,116,116,98,0,0,68,62,34,45,19,57,54,69
17,76,92,89,100,123,153,159,170,176,158,190,130,134,0,0,68,61,30,36,22,30,25,49,53
18,53,75,80,81,124,183,248,154,158,161,110,0,0,108,88,88,58,49,26,23,26,33,35,46
19,58,64,60,81,107,107,145,181,174,175,109,80,114,108,93,81,55,37,26,31,25,32,42,55
20,55,69,81,101,99,98,135,154,145,124,101,82,93,120,107,79,70,33,33,29,28,35,45,59
21,77,67,58,89,99,133,139,128,146,145,112,72,97,110,98,84,59,42,28,22,40,43,58,86
22,70,77,76,92,110,116,97,161,124,146,106,81,108,105,95,73,66,44,33,34,33,21,54,62
23,69,67,77,76,80,116,136,137,154,127,109,89,0,0,103,95,76,36,30,43,26,39,60,71
24,57,58,78,110,103,68,105,148,170,141,79,78,99,122,102,72,48,71,40,28,30,43,46,55
25,61,84,94,94,44,103,153,162,156,137,113,96,94,97,90,86,56,39,34,29,22,38,63,64
26,70,79,77,107,105,151,141,179,160,179,96,101,115,0,0,0,0,0,0,35,43,44,39,53
27,61,78,72,95,108,114,156,179,178,124,159,67,118,0,0,0,56,48,79,16,18,42,56,54
28,56,80,81,73,117,127,164,203,187,139,171,66,117,110,108,73,57,34,34,33,15,28,47,51
29,57,61,78,109,90,84,120,187,179,187,0,120,0,0,0,0,0,0,0,0,79,40,46,42
30,143,98,64,95,101,81,137,176,242,144,158,172,0,0,0,0,76,0,0,0,22,38,57,68
31,66,53,78,73,84,119,172,198,231,152,131,76,123,118,115,1,0,0,0,0,0,0,0,0
