sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,0,0,0,0,0,0,0,0,11,12,13,15,13,10,11,4,2,3,7,6,4,0,0,0
03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10,10
05,11,15,24,22,21,26,28,15,18,12,18,15,10,8,11,11,7,3,5,3,0,19,8,19
06,19,20,16,29,28,21,16,18,13,16,29,11,17,18,11,7,4,6,7,7,7,11,18,20
07,22,26,32,16,35,25,17,26,18,19,14,18,1,2,8,21,35,1,4,9,7,13,14,17
08,21,32,34,40,41,41,18,20,20,20,14,19,13,11,3,7,10,3,3,3,3,9,14,20
09,29,20,20,32,26,22,28,38,25,28,31,15,9,4,12,6,5,7,1,7,6,6,19,17
10,27,29,27,29,25,27,27,20,13,21,20,20,17,15,13,10,4,4,9,5,6,11,23,16
11,20,11,28,17,21,20,26,18,18,32,9,7,7,13,15,12,6,10,6,9,7,3,9,8
12,16,18,16,18,21,31,28,28,59,34,16,11,14,11,8,28,6,8,6,6,6,6,30,13
13,22,20,22,27,28,61,124,33,14,11,15,17,17,7,4,5,4,2,5,2,9,5,15,22
14,19,18,22,35,20,22,14,15,28,44,12,9,23,16,11,11,10,5,4,4,10,12,26,15
15,22,31,23,11,32,33,26,18,111,97,53,12,20,8,18,10,9,7,6,7,6,12,11,14
16,14,30,22,32,21,31,24,21,24,8,2,1,6,2,2,0,1,0,1,1,0,7,9,19
17,4,6,13,20,18,18,14,16,18,66,38,8,17,10,7,4,4,1,1,0,4,11,12,6
18,21,27,28,26,36,34,15,28,19,24,21,16,18,13,12,14,20,10,18,32,13,12,14,15
19,11,28,24,33,29,31,31,25,20,24,29,14,14,11,11,8,5,6,6,7,3,13,15,21
20,14,21,24,17,21,22,25,20,24,19,21,20,15,9,8,6,3,3,7,8,6,3,15,18
21,18,15,28,15,21,22,18,26,19,21,18,22,12,9,14,6,3,10,3,5,6,16,14,17
22,21,18,24,20,25,27,29,24,24,39,15,19,11,14,16,7,7,5,7,18,8,6,10,13
23,17,19,27,24,26,20,20,24,20,15,21,19,17,13,9,12,1,7,4,3,6,13,11,20
24,27,26,23,26,25,30,26,26,17,16,8,10,3,1,13,2,1,3,4,2,4,5,8,13
25,17,21,18,26,24,30,27,23,13,23,18,23,12,12,17,5,12,9,7,6,6,5,12,12
26,23,24,22,28,22,33,28,20,16,9,13,14,18,10,19,8,6,3,2,10,10,19,22,16
27,19,25,34,31,32,35,23,21,12,21,14,15,13,13,6,4,3,1,3,2,12,5,8,5
28,21,21,21,22,35,27,38,21,21,19,15,20,24,17,18,10,10,6,5,15,9,8,8,8
29,6,17,6,11,14,12,21,28,35,31,39,38,44,13,17,10,9,7,6,6,13,12,16,32
30,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
