aug,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,20,11,14,21,14,16,-1,-1,12,8,8,-1,37,42,42,48,57,69,55,60,55,52,22,25
02,20,13,-1,-1,-1,-1,-1,8,12,20,13,-1,19,27,32,51,62,49,51,50,55,48,25,36
03,26,10,12,13,11,9,14,10,9,12,10,12,22,24,37,33,47,38,35,38,48,31,27,18
04,-1,14,9,15,10,11,17,14,7,18,16,16,20,21,28,29,34,37,37,31,47,26,21,28
05,21,-1,8,9,12,7,9,10,17,12,10,10,23,21,23,31,31,23,19,31,28,26,22,17
06,-1,12,-1,5,13,6,-1,10,10,11,9,19,24,23,33,23,34,24,40,27,36,36,18,10
07,7,14,10,11,9,7,12,15,9,11,19,15,19,24,29,30,32,38,29,33,28,33,14,16
08,16,15,11,16,8,11,10,11,8,7,12,15,10,-1,-1,19,20,35,31,23,42,30,22,19
09,17,11,15,19,12,7,14,10,21,13,14,13,19,22,37,-1,-1,22,35,37,42,27,29,17
10,21,19,11,12,9,15,10,12,9,6,13,11,26,20,31,25,36,29,28,18,26,24,24,10
11,17,-1,-1,-1,-1,8,8,9,15,14,18,18,20,28,35,31,26,38,30,41,36,28,31,21
12,31,24,15,14,19,14,-1,18,8,12,14,18,20,26,36,37,31,35,42,46,42,34,30,20
13,29,-1,18,12,16,13,21,14,11,12,13,21,42,38,41,47,65,57,58,65,56,47,48,27
14,26,25,28,14,12,17,15,-1,-1,12,20,23,18,-1,31,63,55,44,48,42,48,59,45,32
15,17,15,12,15,9,19,17,6,10,12,11,19,27,23,31,26,37,49,39,50,39,35,28,22
16,17,17,13,14,13,10,10,13,10,8,19,26,23,30,27,32,33,30,40,29,42,33,29,25
17,21,25,16,17,15,14,15,15,11,10,18,14,20,-1,27,35,34,33,36,47,46,45,31,24
18,28,13,10,12,15,16,15,15,11,17,10,28,21,18,17,13,34,25,42,39,25,30,27,43
19,13,18,11,12,11,11,12,10,11,12,11,16,12,24,16,30,24,37,31,27,34,32,20,18
20,11,15,17,8,10,12,13,5,8,9,13,14,-1,-1,-1,24,26,31,26,26,18,16,20,15
21,19,24,10,17,10,12,8,15,8,-1,-1,11,12,20,19,16,32,17,25,26,23,30,25,26
22,19,10,12,8,8,12,7,8,11,13,13,13,22,20,23,21,13,21,20,25,24,26,24,12
23,12,5,10,16,10,13,12,9,8,4,15,16,18,14,14,19,13,31,29,24,23,25,27,18
24,8,12,11,16,13,11,14,10,8,11,10,18,18,23,14,23,21,19,19,29,17,28,17,17
25,17,-1,11,13,16,13,16,8,6,5,11,16,12,17,18,25,30,11,15,19,27,27,15,11
26,26,11,14,11,10,16,17,10,14,10,12,17,17,17,13,15,24,32,25,29,26,25,27,16
27,12,14,6,6,8,10,8,16,8,15,10,16,13,23,17,24,18,25,25,18,30,28,23,16
28,15,12,8,5,9,8,17,11,13,15,16,6,11,15,21,18,18,26,13,26,27,26,20,14
29,19,10,12,14,10,10,14,14,5,11,9,14,14,12,14,-1,22,24,34,19,20,24,27,17
30,14,10,12,12,14,11,17,16,13,12,10,19,13,22,17,22,19,33,28,21,33,23,21,11
31,16,16,11,14,15,13,11,12,15,11,5,11,12,14,18,20,20,25,30,24,27,25,13,21
