nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,10,8,18,9,10,8,7,5,0,4,4,8,5,4,5,6,8,8,11,12,16,13,13,""
02,21,20,19,17,16,27,16,10,1,7,3,9,6,14,4,6,7,8,16,8,9,11,16,16,""
03,27,24,24,26,23,28,32,11,16,12,7,13,7,7,7,5,8,1,12,13,17,11,10,15,""
04,16,35,29,27,29,22,16,10,13,7,15,13,5,3,6,3,3,9,4,6,7,15,13,12,""
05,14,23,22,19,25,19,26,12,11,11,11,8,3,6,3,1,2,6,3,1,17,14,18,23,""
06,24,31,23,10,16,9,20,13,14,1,9,15,9,9,8,3,8,3,13,7,11,15,10,12,""
07,21,21,20,13,18,23,19,18,11,7,3,8,8,5,3,4,7,6,11,8,12,13,12,15,""
08,23,23,34,27,28,23,18,16,13,14,19,8,16,3,8,0,5,11,6,9,10,15,13,14,""
09,16,21,23,27,17,22,24,10,19,8,15,16,8,4,1,6,5,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,3,4,12,""
16,18,11,6,8,13,11,9,10,16,10,7,2,6,3,5,6,0,5,6,8,8,9,8,10,""
17,7,4,8,8,8,7,9,3,8,2,4,6,2,2,1,1,3,5,1,5,5,3,4,3,""
18,10,11,14,19,10,9,11,9,6,4,5,3,1,4,4,1,2,2,5,3,9,8,9,10,""
19,11,12,14,9,16,8,6,10,9,8,3,15,5,1,6,3,4,1,3,4,8,6,4,13,""
20,14,9,10,4,11,5,6,5,6,9,0,1,5,2,0,4,3,1,2,3,5,0,2,5,""
21,14,11,9,13,4,10,4,7,5,2,9,5,8,6,5,2,7,2,4,2,6,5,8,4,""
22,10,8,14,12,11,2,9,9,10,10,6,6,10,8,3,3,2,4,4,11,6,6,4,9,""
23,13,6,10,12,15,12,14,6,6,3,3,7,5,12,6,2,2,3,6,4,2,12,7,10,""
24,13,13,11,20,16,19,15,2,7,9,5,12,4,4,2,4,7,4,7,0,0,0,0,0,""
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,""
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
27,0,0,0,0,0,0,0,9,1,7,6,7,5,2,1,5,6,7,4,8,12,9,11,12,""
28,13,3,13,12,14,8,10,6,7,6,5,7,4,3,3,0,4,4,2,9,10,9,8,10,""
29,15,12,22,19,18,10,13,14,-1,22,4,6,6,14,3,6,2,9,9,8,12,16,14,9,""
30,11,11,8,11,11,10,11,13,5,8,4,4,6,3,3,6,2,1,6,8,9,10,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]cfahg'jf,"zzlgzIzbpgl}'kl"
