apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,21,24,16,29,26,20,18,19,27,39,30,30,27,17,15,14,16,13,17,14,15,11,21,""
02,15,29,35,31,26,30,31,31,30,26,31,32,28,15,21,15,23,16,12,10,12,19,18,14,""
03,26,38,34,35,34,33,22,29,28,24,34,34,35,25,27,19,14,13,11,12,22,15,20,15,""
04,22,34,24,35,30,28,31,29,25,27,31,32,38,32,16,17,21,17,15,15,13,21,15,16,""
05,21,22,33,27,27,29,33,33,29,29,34,40,33,24,24,18,15,24,17,11,19,20,16,22,""
06,20,18,28,27,25,28,25,39,37,20,33,33,36,25,21,19,13,8,12,10,14,17,17,31,""
07,38,34,36,26,32,39,42,37,46,38,35,37,43,37,34,28,26,14,20,21,16,12,20,27,""
08,40,34,33,20,28,29,45,35,38,43,35,35,20,43,26,18,15,13,27,9,12,17,15,21,""
09,29,29,27,33,23,47,23,29,29,40,26,38,25,19,22,16,8,12,15,6,8,8,15,23,""
10,27,37,29,21,23,29,27,30,30,29,26,27,32,28,32,21,25,10,13,15,18,8,19,17,""
11,18,26,29,18,27,23,20,28,31,31,29,25,28,29,16,17,17,12,21,15,12,15,14,29,""
12,23,32,28,29,24,30,47,26,37,31,33,28,22,38,29,22,16,20,10,15,18,10,19,22,""
13,31,23,31,29,24,28,39,32,30,41,43,46,42,29,30,21,22,28,19,20,10,5,17,21,""
14,18,14,15,21,14,24,34,34,34,39,23,18,30,26,18,14,17,11,21,11,20,16,28,15,""
15,23,32,17,23,22,29,45,47,27,45,30,38,34,37,23,25,22,11,16,6,19,18,25,25,""
16,36,32,35,31,28,46,42,27,18,22,31,20,24,30,10,13,18,16,13,14,15,13,22,19,""
17,12,24,29,27,40,35,46,35,31,40,28,20,39,27,18,21,6,17,18,16,21,30,16,24,""
18,32,45,27,26,21,49,42,39,32,29,24,34,31,29,22,16,19,19,24,11,20,20,9,24,""
19,20,26,20,20,21,33,23,45,36,25,29,28,26,30,15,20,22,14,10,13,22,18,18,21,""
20,30,32,33,28,19,29,40,27,22,40,35,24,14,19,23,17,15,29,14,20,14,12,22,29,""
21,37,29,37,45,32,45,56,54,57,53,43,43,52,36,41,18,33,11,26,14,27,22,32,40,""
22,46,64,47,48,60,69,81,70,58,52,36,53,57,37,35,30,21,26,20,20,20,25,23,26,""
23,30,38,46,38,50,51,39,32,34,30,38,33,28,25,18,23,11,15,16,11,10,24,12,22,""
24,28,21,23,25,34,34,35,28,32,21,22,36,24,31,42,17,17,11,11,16,20,19,16,20,""
25,25,18,21,29,33,29,33,36,25,30,29,29,31,22,21,12,17,18,13,8,13,14,17,17,""
26,20,23,29,26,25,30,45,31,35,25,29,34,31,26,22,15,26,14,13,8,19,22,13,19,""
27,26,19,17,21,21,27,36,34,36,35,40,19,28,24,30,30,28,13,21,9,18,20,20,30,""
28,20,31,28,37,38,38,39,70,58,45,51,58,26,34,33,29,31,31,12,13,18,13,29,36,""
29,40,33,36,35,44,63,58,1,1,1,1,1,1,1,1,9,11,23,27,26,16,20,29,38,""
30,31,39,44,46,50,52,66,75,63,60,61,63,54,52,46,36,61,46,28,29,33,25,34,5,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]dh{}`gIn=o,"`'gl}"
